-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 01/01/2024 in LST
Location: latitude  26.7578   longitude 40.9869 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1157.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX       MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,T2MDEW,T2M_MAX,T2M_MIN,RH2M,PS,WS10M,WS10M_MAX,WD10M,PRECTOTCORR
2009,10,10,24.68,-2.64,33.28,17.1,17.21,88.44,3.49,5.77,85.1,0.0
2009,10,11,24.65,-3.13,33.17,17.23,16.75,88.64,5.83,9.21,155.7,0.0
2009,10,12,24.69,-5.32,33.08,17.32,13.58,88.79,5.69,7.96,155.5,0.0
2009,10,13,24.34,-3.33,32.7,17.17,16.41,88.84,5.64,8.68,166.7,0.0
2009,10,14,24.13,-3.96,32.42,16.93,15.99,88.91,4.77,7.38,160.0,0.0
2009,10,15,24.03,-4.83,32.79,16.38,15.24,89.03,4.18,5.39,132.7,0.0
2009,10,16,23.41,-4.3,31.51,16.43,16.16,89.04,4.61,6.55,120.8,0.0
2009,10,17,23.32,-3.77,31.69,15.93,17.28,88.92,4.06,4.93,116.2,0.0
2009,10,18,23.22,-5.07,30.71,17.16,15.68,88.8,4.06,6.14,141.6,0.0
2009,10,19,23.14,-4.16,30.16,16.89,16.4,88.85,3.63,5.75,131.6,0.0
2009,10,20,23.25,-5.46,31.28,16.46,14.75,88.88,3.86,5.59,154.8,0.0
2009,10,21,23.4,-5.18,30.85,16.59,14.93,88.78,4.36,6.42,194.2,0.0
2009,10,22,22.28,0.45,31.9,15.96,26.81,88.73,4.94,8.99,215.7,0.0
2009,10,23,22.48,1.79,29.12,16.58,30.09,88.68,5.23,10.82,125.1,0.14
2009,10,24,21.88,4.33,27.63,17.77,33.84,88.4,3.38,5.5,172.1,1.88
2009,10,25,22.02,8.02,28.14,15.2,42.5,88.41,3.04,4.57,153.9,0.65
2009,10,26,23.69,8.67,30.05,16.8,40.46,88.59,3.19,5.13,167.8,0.0
2009,10,27,24.75,6.88,31.4,17.45,34.56,88.6,3.18,5.43,171.5,0.2
2009,10,28,23.38,6.81,27.97,18.3,35.18,88.4,2.63,4.62,198.8,0.73
2009,10,29,21.42,1.77,28.27,16.06,28.55,88.42,3.69,5.91,255.5,0.0
2009,10,30,22.12,3.69,27.81,16.73,30.6,88.56,2.98,6.08,251.9,0.0
2009,10,31,21.93,6.92,28.19,16.93,38.59,88.57,2.83,5.03,159.5,0.0
2009,11,1,21.46,3.6,29.19,14.18,32.99,88.36,3.81,6.55,255.1,0.0
2009,11,2,20.11,3.22,28.2,13.12,35.43,88.39,6.92,11.69,258.6,0.0
2009,11,3,17.45,2.03,24.18,13.19,36.86,88.65,3.74,5.86,289.0,0.0
2009,11,4,18.28,2.01,26.54,10.02,35.22,88.84,5.4,9.28,126.5,0.0
2009,11,5,21.57,0.18,29.15,16.29,26.04,88.77,7.11,12.25,164.6,0.0
2009,11,6,21.54,-0.96,30.19,14.92,22.92,88.76,5.57,10.14,173.3,0.0
2009,11,7,21.58,0.75,30.14,14.27,26.47,88.82,4.65,7.57,169.2,0.0
2009,11,8,21.31,-0.03,29.1,14.57,25.51,88.83,4.51,7.07,165.9,0.0
2009,11,9,22.03,-1.13,29.88,14.21,22.37,88.79,3.14,5.97,189.2,0.0
2009,11,10,22.67,0.83,29.66,17.17,24.6,88.49,2.16,4.07,30.0,0.0
2009,11,11,20.26,0.54,28.33,13.62,28.93,88.38,2.85,4.54,72.4,0.0
2009,11,12,20.59,-1.61,29.47,12.72,25.48,88.46,2.49,3.86,142.9,0.0
2009,11,13,21.11,-3.15,29.6,14.98,20.72,88.53,4.68,6.92,194.1,0.0
2009,11,14,20.34,0.43,28.31,14.73,27.4,88.53,4.16,6.12,305.5,0.0
2009,11,15,18.39,-0.46,25.48,13.46,29.79,88.63,5.64,7.03,92.1,0.0
2009,11,16,17.36,0.58,24.18,12.54,34.59,88.5,6.06,8.32,134.8,0.0
2009,11,17,16.24,2.03,23.38,10.85,41.33,88.29,5.52,9.05,285.2,0.0
2009,11,18,11.66,1.77,17.49,7.48,53.2,88.5,4.78,7.67,316.6,0.0
2009,11,19,12.28,-0.18,20.19,6.07,46.04,88.83,2.55,3.37,15.4,0.0
2009,11,20,13.93,0.15,22.95,6.42,42.23,88.91,4.96,7.77,145.9,0.0
2009,11,21,14.51,-1.11,22.82,8.9,37.19,88.77,4.97,6.35,320.2,0.0
2009,11,22,12.08,-1.69,20.41,4.87,42.36,88.92,3.45,6.18,74.2,0.0
2009,11,23,14.56,0.82,23.58,6.8,40.78,88.92,3.38,6.49,120.9,0.0
2009,11,24,16.06,5.1,22.39,10.28,48.42,88.71,6.21,10.1,136.2,0.01
2009,11,25,16.61,9.02,22.09,11.03,61.82,88.47,3.16,6.81,258.5,0.04
2009,11,26,15.9,7.19,23.62,10.01,62.12,88.54,3.47,5.92,88.7,0.4
2009,11,27,12.77,8.62,17.37,9.47,76.44,88.53,5.88,7.61,83.6,12.71
2009,11,28,10.2,5.37,15.28,4.84,73.63,88.85,4.4,6.05,20.7,0.76
2009,11,29,8.31,-0.88,15.77,1.96,59.67,89.04,2.15,3.25,41.9,0.0
2009,11,30,9.23,-0.95,17.28,2.72,53.42,89.03,2.3,4.3,79.6,0.0
2009,12,1,10.94,0.79,17.69,4.66,49.87,89.06,3.98,5.88,100.1,0.0
2009,12,2,11.78,3.61,16.69,8.59,57.53,88.96,5.54,7.38,103.7,0.0
2009,12,3,13.96,8.58,20.82,7.46,71.23,88.71,4.98,6.89,143.3,0.0
2009,12,4,15.57,6.82,22.64,10.51,58.86,88.55,3.77,6.43,228.3,0.0
2009,12,5,15.19,1.76,22.33,10.3,40.61,88.46,3.24,7.27,241.8,0.0
2009,12,6,13.26,-0.89,22.13,6.34,40.68,88.31,3.27,5.68,272.3,0.0
2009,12,7,10.81,-0.29,18.03,6.04,49.74,88.13,5.35,8.54,280.5,0.0
2009,12,8,8.58,1.86,15.21,3.56,64.66,88.43,5.66,8.87,302.9,0.0
2009,12,9,9.74,0.27,16.89,3.39,57.02,88.68,2.56,4.1,66.9,0.0
2009,12,10,9.69,0.46,13.69,6.49,53.29,88.38,6.33,10.66,135.6,0.0
2009,12,11,9.8,0.45,18.63,2.75,59.13,88.29,3.14,3.87,160.9,0.0
2009,12,12,9.52,0.17,18.11,2.95,57.56,88.39,3.39,5.14,236.9,0.0
2009,12,13,10.94,-0.06,17.56,6.17,48.42,88.78,1.96,3.62,93.3,0.0
2009,12,14,10.01,-1.37,18.6,3.09,48.48,88.87,3.56,5.25,151.2,0.0
2009,12,15,11.99,0.31,19.95,4.92,45.8,88.86,5.57,7.76,142.4,0.0
2009,12,16,14.06,3.65,22.85,8.01,50.62,88.6,6.17,8.69,181.0,0.0
2009,12,17,14.25,1.18,23.69,6.96,46.75,88.32,6.51,10.65,253.7,0.0
2009,12,18,9.89,-0.35,17.17,4.1,52.6,88.58,4.24,5.49,304.3,0.0
2009,12,19,11.77,-2.73,19.96,6.88,38.08,88.96,2.38,4.01,168.9,0.0
2009,12,20,11.31,-4.24,21.51,3.95,36.65,89.19,4.19,5.82,154.5,0.0
2009,12,21,13.4,-2.29,23.47,6.02,35.24,89.06,4.74,7.06,173.4,0.0
2009,12,22,13.99,1.26,22.21,8.48,45.45,88.67,5.3,8.94,182.3,3.27
2009,12,23,10.28,6.29,13.74,6.29,77.3,88.56,4.56,6.71,28.8,4.8
2009,12,24,9.05,2.67,16.62,3.6,69.04,88.91,4.6,6.91,24.7,0.0
2009,12,25,9.25,3.8,16.37,3.16,72.0,89.08,2.57,3.5,77.8,0.0
2009,12,26,10.1,3.17,18.69,3.77,66.32,88.96,2.94,3.75,73.9,0.0
2009,12,27,11.78,-1.06,19.99,6.32,43.82,88.81,2.27,3.74,0.7,0.0
2009,12,28,12.66,-0.77,20.22,7.68,40.78,88.83,1.91,3.27,65.3,0.0
2009,12,29,13.22,1.2,21.74,5.51,47.4,88.6,3.28,5.23,189.2,0.0
2009,12,30,14.28,4.8,21.88,8.29,55.57,88.33,3.64,5.26,258.6,0.0
2009,12,31,10.86,4.75,16.92,5.92,69.61,88.48,3.71,6.24,329.0,0.0
2010,1,1,8.87,2.72,16.07,4.02,69.24,88.89,4.04,6.31,337.4,0.0
2010,1,2,10.07,-0.36,19.24,3.58,52.53,89.05,2.91,4.16,170.3,0.0
2010,1,3,12.05,-2.8,22.48,4.55,38.3,88.87,5.05,8.54,192.6,0.0
2010,1,4,13.96,-3.03,23.22,7.71,32.66,88.81,3.03,4.8,191.7,0.0
2010,1,5,13.37,-4.29,22.81,6.21,31.21,88.8,3.23,4.32,160.0,0.0
2010,1,6,12.91,-3.02,21.72,6.78,35.79,89.02,3.14,5.23,71.3,0.0
2010,1,7,10.38,0.51,19.73,3.77,57.35,89.18,3.12,3.92,73.1,0.0
2010,1,8,10.48,-4.33,20.39,3.87,40.91,89.28,3.47,5.55,94.2,0.0
2010,1,9,12.21,-8.02,22.66,6.18,25.77,89.22,2.24,3.33,56.2,0.0
2010,1,10,11.22,-7.84,20.69,4.82,26.38,89.15,3.67,5.55,23.2,0.0
2010,1,11,11.09,-8.0,20.18,6.26,26.4,89.12,3.02,4.5,144.4,0.0
2010,1,12,12.05,-10.71,22.83,3.94,20.69,88.9,5.58,7.29,180.8,0.0
2010,1,13,14.1,-8.11,23.74,6.24,22.49,88.64,6.1,8.92,205.5,0.0
2010,1,14,16.18,7.56,23.39,11.66,59.81,88.85,3.4,5.31,190.9,0.0
2010,1,15,15.4,-2.48,24.61,8.83,33.13,88.94,4.16,6.04,190.9,0.0
2010,1,16,15.25,-5.62,24.26,7.78,24.21,89.07,5.37,7.41,157.4,0.0
2010,1,17,15.75,-3.1,23.65,9.92,27.77,89.03,6.11,8.52,160.8,0.0
2010,1,18,17.28,2.94,25.55,11.71,41.54,88.47,9.46,12.86,193.1,0.87
2010,1,19,13.21,1.22,20.93,5.35,50.44,88.6,3.3,6.38,250.9,0.01
2010,1,20,13.14,-0.83,21.12,7.05,41.46,88.5,4.52,8.59,255.0,0.0
2010,1,21,10.25,-0.97,18.42,3.28,50.52,88.85,2.84,3.85,329.1,0.0
2010,1,22,10.94,1.35,19.44,3.85,55.03,88.93,4.95,6.42,102.3,0.0
2010,1,23,12.75,4.25,21.07,5.48,59.58,88.76,4.72,7.49,156.4,0.0
2010,1,24,12.02,-7.37,21.13,5.08,28.89,88.45,4.33,7.07,262.8,0.0
2010,1,25,9.77,-1.54,17.17,4.46,48.5,88.6,6.21,9.52,288.1,0.0
2010,1,26,7.91,-4.91,16.84,0.47,43.68,88.97,2.86,4.57,28.2,0.0
2010,1,27,8.08,-4.24,16.58,0.91,44.7,88.99,3.47,5.44,105.3,0.0
2010,1,28,11.39,-1.46,21.86,3.18,43.5,88.66,5.5,8.73,168.7,0.0
2010,1,29,14.21,-7.14,23.93,6.22,26.62,88.57,4.19,5.83,276.7,0.0
2010,1,30,16.11,-3.71,25.84,7.14,26.63,88.79,4.14,7.02,171.7,0.0
2010,1,31,18.18,3.21,26.43,11.06,39.51,88.76,5.12,7.68,209.4,0.0
2010,2,1,19.53,6.92,27.77,14.0,47.11,88.62,3.06,5.47,288.9,0.0
2010,2,2,17.29,7.24,26.42,10.77,58.02,88.34,4.67,7.55,181.2,0.0
2010,2,3,14.1,-1.15,19.2,8.33,36.97,88.04,4.64,7.59,268.1,0.0
2010,2,4,7.74,-2.41,13.78,3.09,50.55,88.25,5.78,9.3,308.9,0.0
2010,2,5,7.24,-7.46,15.44,-0.52,38.21,88.4,3.33,5.43,308.6,0.0
2010,2,6,5.95,-6.17,12.58,-0.16,41.77,88.41,4.88,7.38,350.0,0.0
2010,2,7,3.37,-12.17,12.31,-3.97,38.86,88.92,4.26,6.61,104.2,0.0
2010,2,8,6.97,-10.75,16.63,-1.61,26.67,88.81,5.54,7.84,158.7,0.0
2010,2,9,12.12,-5.13,22.98,4.51,35.62,88.44,5.98,8.75,224.8,0.0
2010,2,10,11.75,-4.16,21.07,4.44,36.23,88.6,4.31,5.3,327.0,0.0
2010,2,11,12.76,-3.97,22.49,4.79,35.01,88.74,5.16,6.83,119.8,0.0
2010,2,12,16.44,3.41,24.7,9.7,45.01,88.81,4.68,6.74,162.6,0.0
2010,2,13,18.99,6.4,26.26,12.01,47.52,88.83,2.88,4.51,167.7,0.0
2010,2,14,19.49,3.44,27.31,12.72,36.8,88.83,4.05,8.17,120.1,0.0
2010,2,15,18.05,1.11,26.98,10.97,36.67,88.85,5.67,8.21,146.4,0.0
2010,2,16,17.78,-5.33,26.26,10.78,21.65,88.87,5.17,8.49,183.9,0.0
2010,2,17,18.41,-4.98,28.03,10.53,21.38,88.99,4.73,8.28,187.5,0.0
2010,2,18,18.99,-5.73,29.06,10.97,19.59,88.89,4.61,7.21,206.3,0.0
2010,2,19,18.92,-0.52,28.02,11.89,28.62,88.69,4.12,6.49,299.4,0.0
2010,2,20,16.5,-3.09,25.31,9.15,27.86,88.74,4.37,6.85,332.8,0.0
2010,2,21,17.91,-7.11,27.98,10.08,19.56,88.73,2.47,3.89,280.5,0.0
2010,2,22,19.54,-8.23,30.95,10.58,16.74,88.5,5.02,9.03,267.5,0.0
2010,2,23,18.82,-0.08,29.56,9.86,33.91,88.36,4.79,9.32,263.9,0.0
2010,2,24,18.11,-4.54,26.49,12.19,23.01,88.07,3.96,7.14,306.9,0.0
2010,2,25,17.59,-3.28,26.09,9.22,25.19,87.81,4.04,8.36,256.8,0.0
2010,2,26,14.03,-0.31,18.78,9.63,40.1,87.83,8.17,11.22,269.8,0.0
2010,2,27,11.32,-0.56,18.39,4.5,47.66,88.32,4.72,6.82,277.1,0.0
2010,2,28,13.81,-4.13,23.74,5.15,34.1,88.3,4.89,8.14,240.8,0.0
2010,3,1,13.01,2.69,20.48,6.83,51.91,88.34,5.15,8.06,291.7,0.0
2010,3,2,11.26,-0.5,18.5,5.14,48.03,88.74,4.52,6.59,333.8,0.0
2010,3,3,14.92,-3.97,24.56,6.96,31.34,88.6,3.04,5.32,253.9,0.0
2010,3,4,13.43,-4.63,21.55,7.5,31.75,88.66,5.27,7.13,327.5,0.0
2010,3,5,15.72,-4.99,26.39,6.8,28.1,88.87,2.11,3.96,99.5,0.0
2010,3,6,19.13,-10.3,29.2,9.38,14.16,88.8,4.09,7.13,203.9,0.0
2010,3,7,20.22,-8.65,29.94,9.72,14.1,88.93,3.07,4.23,321.4,0.0
2010,3,8,20.1,-5.31,30.03,11.59,18.86,89.15,4.79,6.59,127.7,0.0
2010,3,9,19.77,-10.0,28.8,11.3,13.16,89.17,5.79,9.41,152.6,0.0
2010,3,10,20.14,-12.73,30.92,10.94,10.0,89.1,4.78,7.72,167.3,0.0
2010,3,11,20.75,-12.32,31.18,12.35,9.74,89.08,4.19,5.86,164.3,0.0
2010,3,12,20.59,-10.47,30.96,11.55,11.77,88.99,5.01,6.99,162.9,0.0
2010,3,13,21.07,-13.25,32.3,11.79,8.83,88.79,5.52,9.45,183.3,0.0
2010,3,14,22.1,-8.9,33.13,11.66,13.56,88.65,4.97,6.3,199.1,0.0
2010,3,15,22.58,-6.65,33.55,14.06,15.47,88.59,4.9,8.22,201.4,0.0
2010,3,16,24.52,-1.43,35.16,16.41,21.08,88.5,5.17,8.28,245.6,0.0
2010,3,17,23.19,2.46,32.93,14.47,29.83,88.58,4.5,6.06,155.3,0.0
2010,3,18,23.35,2.37,34.29,15.32,27.42,88.4,6.31,10.21,271.4,0.0
2010,3,19,17.63,-1.52,24.91,10.45,28.03,88.8,5.6,8.27,77.6,0.0
2010,3,20,18.01,-2.61,24.71,11.09,25.3,88.72,5.81,7.84,109.4,0.0
2010,3,21,15.02,-5.18,22.16,8.31,24.77,88.99,6.59,8.68,68.1,0.0
2010,3,22,15.29,-1.42,24.62,9.48,33.84,88.86,5.41,7.97,124.6,1.42
2010,3,23,14.32,6.1,18.83,11.09,59.64,88.55,6.03,12.21,133.2,21.93
2010,3,24,16.29,6.59,24.64,9.3,56.66,88.38,4.56,8.17,202.0,0.0
2010,3,25,18.39,4.78,27.35,9.85,44.89,88.33,3.9,5.49,171.7,0.0
2010,3,26,15.14,0.01,21.84,9.49,36.68,88.05,6.42,10.91,275.4,0.0
2010,3,27,13.38,-1.7,21.23,5.52,37.77,88.12,4.65,7.63,281.9,0.0
2010,3,28,14.32,2.23,22.14,6.79,46.49,88.54,3.15,4.33,314.6,0.0
2010,3,29,17.2,0.3,25.94,8.5,36.22,88.71,3.22,4.57,116.5,0.0
2010,3,30,18.64,-1.47,28.23,10.2,28.66,88.62,3.15,5.15,346.9,0.0
2010,3,31,17.7,-0.47,26.78,9.29,32.07,88.8,3.44,6.14,34.6,0.0
2010,4,1,17.9,-1.52,27.33,9.55,29.0,89.0,3.48,5.55,66.5,0.0
2010,4,2,20.41,-3.77,28.99,12.06,20.9,88.9,1.99,4.08,77.2,0.0
2010,4,3,19.95,3.07,29.2,11.99,35.71,88.89,4.96,8.46,158.9,0.0
2010,4,4,21.38,8.21,29.25,15.01,48.85,88.74,6.22,10.0,179.7,0.19
2010,4,5,19.85,8.32,27.31,12.64,52.38,88.63,3.57,7.97,270.3,0.0
2010,4,6,21.85,7.51,29.26,13.41,42.49,88.49,3.19,4.81,147.4,1.15
2010,4,7,23.79,9.36,30.4,17.9,41.94,88.25,5.77,8.83,195.8,0.71
2010,4,8,21.33,1.58,28.39,15.59,28.72,88.32,3.77,6.93,272.1,0.0
2010,4,9,20.48,-1.73,30.18,13.95,26.2,88.48,4.08,6.62,309.5,0.0
2010,4,10,19.64,-1.0,28.87,11.13,27.49,88.58,3.88,6.06,3.1,0.0
2010,4,11,21.18,1.58,30.95,13.17,32.09,88.45,6.87,10.8,144.2,0.02
2010,4,12,22.58,9.49,29.94,15.91,47.33,88.21,4.88,6.64,181.5,0.15
2010,4,13,21.23,2.38,29.91,13.48,32.0,88.26,4.75,6.45,310.8,0.0
2010,4,14,20.59,0.39,29.47,11.96,29.21,88.32,3.63,5.38,72.3,0.0
2010,4,15,21.34,5.24,30.1,13.05,38.65,88.39,4.87,7.21,99.5,0.02
2010,4,16,21.73,3.53,30.59,13.02,36.44,88.41,3.93,5.29,325.8,0.0
2010,4,17,23.42,1.12,32.04,15.39,25.53,88.29,5.15,9.65,262.3,0.0
2010,4,18,22.15,1.36,30.3,14.03,27.12,88.55,3.89,5.49,1.3,0.0
2010,4,19,23.43,2.16,31.76,14.21,26.7,88.62,2.71,5.75,69.6,0.0
2010,4,20,26.12,1.15,34.67,17.25,20.56,88.31,4.26,7.23,148.0,0.0
2010,4,21,25.61,0.45,33.46,18.23,20.28,88.01,5.84,9.66,277.7,0.0
2010,4,22,25.29,2.78,33.93,17.09,24.77,87.99,7.46,12.46,251.0,0.0
2010,4,23,18.97,2.65,25.83,13.39,36.88,88.42,4.79,7.7,348.1,0.0
2010,4,24,20.39,-1.8,28.59,12.74,23.92,88.64,3.58,5.83,47.6,0.0
2010,4,25,22.34,-1.07,30.51,13.65,21.32,88.56,5.03,7.47,109.5,0.0
2010,4,26,24.76,4.71,32.82,18.09,28.34,88.37,6.44,9.19,168.1,0.0
2010,4,27,25.22,-2.64,34.88,15.89,17.19,88.45,4.3,6.57,278.5,0.0
2010,4,28,26.17,-2.08,35.08,17.36,17.39,88.44,5.04,9.73,254.3,0.0
2010,4,29,24.49,3.01,30.41,18.23,25.1,88.41,3.83,5.32,323.8,0.0
2010,4,30,25.63,2.93,31.35,19.54,23.84,88.31,3.05,4.62,199.3,0.0
2010,5,1,25.51,6.39,32.96,19.0,30.92,88.32,4.19,7.17,307.4,2.1
2010,5,2,22.12,5.4,30.92,15.31,38.52,88.3,6.14,10.36,301.9,0.67
2010,5,3,20.74,0.41,30.02,11.35,28.39,88.33,4.42,6.98,14.5,0.0
2010,5,4,22.18,1.42,29.88,13.99,26.52,88.28,3.98,6.22,36.6,0.0
2010,5,5,23.72,2.22,31.34,15.63,25.14,88.21,3.16,5.25,76.3,0.0
2010,5,6,25.2,5.71,32.96,16.91,31.68,88.15,3.11,4.72,177.4,0.0
2010,5,7,25.98,0.36,34.19,18.02,21.82,88.16,3.46,5.23,249.4,0.0
2010,5,8,25.83,-8.11,34.57,16.92,10.6,88.32,3.02,4.88,355.4,0.0
2010,5,9,27.33,-5.94,36.09,18.37,11.41,88.18,4.45,6.75,280.2,0.0
2010,5,10,29.67,-2.19,37.1,21.53,12.99,88.11,1.89,3.15,308.1,0.0
2010,5,11,30.86,-1.26,38.05,25.23,13.94,88.08,3.37,5.97,234.2,0.0
2010,5,12,28.31,1.21,36.72,19.84,19.7,88.21,6.11,8.22,224.0,0.0
2010,5,13,27.66,4.65,36.1,21.74,26.49,88.3,5.97,9.6,203.5,0.0
2010,5,14,26.91,-6.13,35.75,16.7,11.43,88.23,4.27,6.29,289.3,0.0
2010,5,15,27.19,-5.14,35.54,18.81,12.24,88.27,4.58,5.5,351.0,0.0
2010,5,16,27.03,-4.3,35.51,17.86,13.0,88.37,4.71,7.09,354.7,0.0
2010,5,17,28.35,1.74,36.31,20.91,18.89,88.53,4.21,6.31,47.1,0.0
2010,5,18,29.64,3.51,37.48,21.57,20.27,88.57,4.25,5.93,120.4,0.0
2010,5,19,30.98,1.54,38.89,23.11,16.4,88.4,4.78,7.65,175.9,0.0
2010,5,20,30.63,0.91,38.45,23.42,15.54,88.27,3.86,6.11,327.5,0.0
2010,5,21,28.77,2.15,37.89,19.67,20.67,88.26,3.95,6.76,15.8,0.0
2010,5,22,28.64,-0.09,37.62,19.25,16.45,88.28,4.22,6.08,71.9,0.0
2010,5,23,29.63,-1.55,40.34,19.89,14.96,88.18,5.56,10.51,280.3,0.0
2010,5,24,27.52,-0.22,36.79,18.98,18.62,88.36,4.44,7.66,36.6,0.0
2010,5,25,27.06,-0.19,35.81,17.96,18.28,88.46,5.44,6.64,101.6,0.0
2010,5,26,29.4,-0.32,38.37,20.04,15.87,88.32,4.92,9.48,130.0,0.0
2010,5,27,30.67,-0.41,39.77,20.97,14.44,88.29,4.2,6.84,136.4,0.0
2010,5,28,30.52,-1.64,38.24,22.86,12.94,88.3,4.45,5.94,295.7,0.0
2010,5,29,27.7,-1.37,35.95,20.48,15.92,88.35,5.48,7.8,320.9,0.0
2010,5,30,28.65,-3.82,37.87,18.86,12.78,88.26,4.28,5.92,161.8,0.0
2010,5,31,30.74,-6.19,39.78,23.36,9.32,88.18,3.77,6.29,298.9,0.0
2010,6,1,30.48,-4.25,40.43,20.02,12.14,88.19,3.58,5.67,352.0,0.0
2010,6,2,31.23,-1.33,40.02,21.89,13.35,88.2,3.59,6.54,101.2,0.0
2010,6,3,32.34,-3.85,40.88,22.43,9.91,88.28,4.89,7.51,134.0,0.0
2010,6,4,32.22,-5.41,40.52,23.27,8.89,88.38,4.02,6.4,115.9,0.0
2010,6,5,32.94,-4.45,40.95,24.79,8.94,88.32,2.69,4.53,193.8,0.0
2010,6,6,31.65,-2.62,40.32,21.58,11.57,88.13,4.1,6.77,310.2,0.0
2010,6,7,29.64,2.17,37.51,21.77,18.62,88.27,5.63,8.13,345.1,0.0
2010,6,8,30.84,2.41,38.68,21.92,17.68,88.31,3.49,4.79,139.5,0.0
2010,6,9,32.45,1.41,40.29,23.5,14.86,88.21,3.34,5.11,291.6,0.0
2010,6,10,31.09,-0.31,39.25,22.95,14.68,88.2,4.36,6.66,280.1,0.0
2010,6,11,30.79,-3.82,39.61,21.33,11.2,88.14,4.23,7.96,253.0,0.0
2010,6,12,32.34,-6.12,40.78,24.6,7.84,88.18,3.7,6.38,249.9,0.0
2010,6,13,33.27,-2.88,41.71,23.97,10.06,88.22,2.59,3.7,56.2,0.0
2010,6,14,34.63,-1.19,42.5,26.19,10.48,88.16,2.72,5.38,182.8,0.0
2010,6,15,34.11,-1.32,42.57,24.86,11.37,88.07,3.17,5.29,11.0,0.0
2010,6,16,34.03,0.28,41.7,26.19,12.45,87.98,4.34,6.92,13.1,0.0
2010,6,17,33.17,-0.02,41.65,24.91,12.84,87.9,3.62,5.22,352.8,0.0
2010,6,18,32.47,-0.87,40.44,24.37,12.48,87.91,4.08,8.05,298.2,0.0
2010,6,19,32.06,-0.57,40.91,22.36,13.67,87.97,4.81,8.22,261.8,0.0
2010,6,20,29.88,-5.64,37.84,22.24,10.06,88.27,5.12,6.73,306.8,0.0
2010,6,21,29.92,-3.34,38.21,20.82,11.76,88.4,4.66,6.23,358.5,0.0
2010,6,22,30.71,-2.68,38.68,22.88,12.1,88.33,4.33,6.07,353.3,0.0
2010,6,23,28.89,-5.93,36.64,22.21,10.27,88.28,5.79,9.1,329.2,0.0
2010,6,24,30.11,-1.25,38.29,20.89,13.78,88.23,4.34,6.95,327.0,0.0
2010,6,25,29.69,1.29,38.38,21.7,17.1,88.02,5.64,9.03,316.8,0.0
2010,6,26,28.2,-1.51,37.14,19.26,15.7,88.01,4.0,6.63,335.2,0.0
2010,6,27,27.45,0.49,35.55,18.87,19.1,88.24,4.33,6.24,13.9,0.0
2010,6,28,28.21,0.58,36.45,19.91,17.81,88.31,4.57,6.09,13.2,0.0
2010,6,29,28.5,-5.91,36.91,20.05,10.56,88.3,4.5,6.86,1.6,0.0
2010,6,30,30.17,-2.44,39.3,20.4,12.82,88.23,3.19,4.28,38.5,0.0
2010,7,1,30.96,-1.47,39.49,21.5,13.26,88.07,3.58,6.16,195.9,0.0
2010,7,2,31.66,-2.49,39.88,22.36,11.85,87.96,3.46,5.81,21.2,0.0
2010,7,3,32.2,-2.19,40.37,22.96,11.51,87.94,2.9,4.67,54.5,0.0
2010,7,4,32.39,-1.57,40.57,23.25,11.99,88.02,2.51,3.82,65.9,0.0
2010,7,5,32.47,-1.01,40.22,23.15,12.44,88.05,2.58,4.77,114.3,0.0
2010,7,6,33.15,-2.89,40.96,23.78,10.19,88.07,2.85,4.35,169.8,0.0
2010,7,7,33.74,-0.34,41.65,24.82,12.01,88.12,3.93,5.19,21.1,0.0
2010,7,8,34.43,-1.11,42.17,25.23,10.83,88.16,3.3,5.55,73.7,0.0
2010,7,9,34.57,-0.45,42.04,26.01,11.25,88.14,4.45,6.6,111.3,0.0
2010,7,10,35.12,-0.92,42.43,27.98,10.58,88.13,6.56,9.48,63.9,0.0
2010,7,11,34.8,0.0,42.48,27.57,11.75,88.19,7.56,10.57,52.6,0.0
2010,7,12,35.0,0.21,42.65,27.04,11.88,88.14,6.11,7.95,44.9,0.0
2010,7,13,35.68,0.11,43.3,27.77,11.03,87.97,4.66,6.77,46.9,0.0
2010,7,14,35.36,-0.04,43.43,27.29,11.23,87.83,4.64,7.21,2.1,0.0
2010,7,15,35.91,-1.81,43.64,27.12,9.21,87.81,2.27,3.7,56.7,0.0
2010,7,16,33.43,4.1,40.43,26.84,17.24,88.15,6.02,9.35,310.2,0.0
2010,7,17,34.18,3.74,41.93,26.3,15.81,88.21,3.84,5.95,352.1,0.0
2010,7,18,33.96,4.76,41.41,26.69,16.86,88.19,3.74,5.99,356.5,0.0
